Date,Max Temp,Min Temp,Observed Temp,"Rain Melted, snow, etc","Snow, ice pellets, hail","Snow ice pellets, hail, ice on ground",RAIN GAUGE,Wind Direction,Wind Speed MPH,Sky Cover,Cloud Type,Notes
9/25/82,55,48,50,0.15,,,,NNE,8-Feb,8,Ns,
9/24/82,59,51,54,0.48,,,,SE,0-2,8,Ns,light rain
9/23/82,65,41,44,0.03,,,,0,,9,,
9/22/82,61,43,45,0,,,,0,,5,,
9/21/82,54,44,48,0,,,,NE,20-Oct,8,,
9/20/82,55,49,51,0.18,,,,SW,20-Jun,8,Ns,
9/19/82,67,41,51,0.51,,,,,,8,St,
9/18/82,56,46,48,0.01,,,,NW,12-Apr,1,Cu,
9/17/82,54,41,46,0.31,,,,SSW,0-1,8,St,ligjt rain
9/16/82,50,45,47,0,,,,NNW,8-Feb,8,St,
9/15/82,49,45,47,0.11,,,,SE,6-Jan,8,Ns,rain
9/14/82,61,60,61,0.9,,,,N,0-4,8,Ns,light rain
9/13/82,84,64,67,1.45,,,,0,,7,,
9/12/82,83,63,75,0,,,,SW,0-5,4,,
9/11/82,81,60,70,0.02,,,,SW,0-5,7,,
9/10/82,80,55,65,0,,,,0,,0,,
9/9/82,77,55,60,0,,,,0,,8,St,
9/8/82,70,41,43,0,,,,SW,0-2,6,Ci,
9/7/82,62,44,46,0,,,,0,,0,,
9/6/82,60,49,56,0,,,,E,12-Jun,1,,
9/5/82,62,47,52,0.58,,,,NW,10-May,8,Ns,rain
9/4/82,71,48,66,0,,,,NE,10-May,1,,
9/3/82,62,50,55,0,,,,NW,20-Oct,8,St,
9/2/82,64,55,60,0.32,,,,0,,8,Ns,rain
9/1/82,61,50,57,0.5,,,,0,,8,Ns,rain
8/31/82,66,49,52,0,,,,E,0-4,8,St,
8/30/82,66,45,57,T,,,,0,,8,Ns,misty rain
8/29/82,57,38,47,0.04,,,,0,,8,St,
8/28/82,59,38,53,0,,,,N,15-Jun,2,Cu,
8/27/82,59,51,55,0.43,,,,N,20-Aug,1,Cu,
8/26/82,63,53,61,0.23,,,,N,0-4,8,Ns,
8/25/82,69,53,55,0,,,,w,6-Feb,1,Cu,
8/24/82,66,50,55,0.02,,,,0,,8,St,
8/23/82,69,50,54,0.02,,,,0,,2,,
8/22/82,66,53,62,1.09,,,,NW,0-5,8,St,
8/21/82,69,49,65,0,,,,w,10-May,1,,
8/20/82,75,58,59,0.16,,,,0,,0,,
8/19/82,79,58,68,0.03,,,,SW,0-4,0,,hazy
8/18/82,80,51,54,0,,,,w,0-2,1,Cu,
8/17/82,76,55,59,0,,,,NW,0-4,0,,
8/16/82,84,58,61,T,,,,0,,1,Sc,hazy
8/15/82,78,57,65,0,,,,0,,8,St,
8/14/82,75,52,58,0,,,,0,,8,Cu,
8/13/82,75,50,54,0,,,,0,,0,,
8/12/82,74,47,51,0,,,,0,,3,Ci,
8/11/82,70,47,52,0,,,,0,,2,St,
8/10/82,65,51,53,0,,,,NNW,6-Feb,8,Cu,
8/9/82,64,58,59,0.05,,,,,,7,Cu,
8/8/82,79,65,70,T,,,,0,,8,Sc,
8/7/82,86,62,65,0,,,,NW,0-2,2,Ci,
8/6/82,80,59,63,0,,,,SE,0-2,8,Sc,
8/5/82,76,58,60,0.01,,,,0,,9,,
8/4/82,72,62,64,T,,,,E,0-2,9,,
8/3/82,68,55,61,1.44,,,,S,0-4,8,St,
8/2/82,71,58,60,T,,,,E,0-4,8,St,
8/1/82,78,61,71,0,,,,W,0-4,8,St,
7/31/82,77,60,64,0,,,,NNW,0-2,8,St,
7/30/82,76,57,62,0.1,,,,S,0-4,8,Ns,raining
7/29/82,80,53,58,0,,,,0,,3,Ci,
7/28/82,79,58,61,0,,,,NW,12-Apr,0,,
7/27/82,76,63,66,T,,,,0,,6,Ci,
7/26/82,77,60,65,T,,,,0,,8,Sc,
7/25/82,84,68,71,0.05,,,,SW,0-4,8,Sc,
7/24/82,83,57,60,0,,,,0,,0,,
7/23/82,82,61,65,0,,,,NE,0-2,2,Cu,
7/22/82,80,63,67,0,,,,NW,0-6,8,Cs,
7/21/82,83,53,60,0,,,,SSW,0-2,8,Ci,
7/20/82,79,54,59,0,,,,NW,0-4,0,,
7/19/82,73,50,59,0,,,,NNW,6-Feb,0,,
7/18/82,75,67,68,0.19,,,,E,10-Apr,8,Ns,rain
7/17/82,84,66,74,0.23,,,,S,0-4,1,Cs,
7/16/82,90,63,70,0,,,,0,,9,,
7/15/82,84,62,65,0.08,,,,0,,9,,
7/14/82,79,55,65,0,,,,0,,6,As,
7/13/82,83,51,58,0,,,,SW,0-2,8,Sc,
7/12/82,72,55,57,0,,,,NW,12-Jun,8,St,
7/11/82,64,62,64,0.5,,,,SSE,20-Apr,8,Ns,rain
7/10/82,89,60,67,0.16,,,,0,,8,Ci,
7/9/82,83,59,66,0,,,,NW,0-1,7,Sc,
7/8/82,76,55,60,0,,,,NW,0-1,0,,
7/7/82,79,67,71,0,,,,SWW,12-Apr,4,As,"2-storied clouds, Cu below"
7/6/82,92,68,77,0.1,,,,SW,4-Jan,0,,hazy
7/5/82,87,56,63,0,,,,0,,8,Ci,
7/4/82,77,54,63,0,,,,NE,0-4,0,,
7/3/82,73,52,57,0.17,,,,0,,8,St,
7/2/82,79,50,59,0,,,,W,6-Feb,5,Sc,
7/1/82,75,47,54,0,,,,0,,0,,
6/30/82,70,48,55,0,,,,NE,0-2,0,,
6/29/82,74,52,55,0.07,,,,NW,0-2,8,Ns,light rain
6/28/82,82,54,61,0,,,,SW,0-4,4,Cu,
6/27/82,76,46,68,0,,,,SW,6-Jan,0,,
6/26/82,69,44,53,0,,,,E,0-4,0,,
6/25/82,64,54,55,0.01,,,,NW,4-Feb,8,Ns,
6/24/82,76,44,52,0.07,,,,SW,6-Feb,0,,
6/23/82,70,48,52,0,,,,NW,0-2,8,Sc,
6/22/82,65,47,51,0,,,,NW,4-Jan,8,Ns,
6/21/82,66,45,51,0,,,,NW,5-Jan,1,St,
6/20/82,59,48,51,0.13,,,,0,,8,Sc,
6/19/82,65,45,51,0.01,,,,NNW,6-Feb,8,St,
6/18/82,60,42,47,T,,,,NE,4-Jan,9,,
6/17/82,58,43,50,T,,,,0,,8,St,
6/16/82,66,48,50,0,,,,NNW,5-Jan,8,St,
6/15/82,62,53,59,0.25,,,,0,,8,St,
6/14/82,78,43,48,0,,,,0,,4,Ci,
6/13/82,71,48,51,0,,,,W,0-2,0,,
6/12/82,72,45,59,0.03,,,,W,0-2,5,Sc,
6/11/82,73,43,51,0,,,,SSW,0-4,0,,
6/10/82,63,54,55,0.04,,,,SW,0-4,8,Sc,
6/9/82,80,48,55,0.1,,,,SE,0-2,4,Sc,
6/8/82,72,52,55,0,,,,0,,9,,
6/7/82,76,54,57,0.01,,,,SE,0-4,8,Ns,
6/6/82,80,47,60,0,,,,NNW,0-4,0,,
6/5/82,71,40,49,0,,,,0,,1,Ci,
6/4/82,65,36,43,0,,,,0,,0,,
6/3/82,59,39,43,0,,,,0,,4,Ci,
6/2/82,55,44,48,0,,,,N,4-Jan,8,St,
6/1/82,66,45,47,0.67,,,,NE,4-Jan,8,St,
5/31/82,78,54,60,0.15,,,,E,0-4,8,Sc,
5/30/82,74,50,58,0,,,,NE,0-4,8,Sc,
5/29/82,73,53,67,0,,,,0,,9,,
5/28/82,71,52,55,0.7,,,,E,0-2,8,Ns,
5/27/82,70,54,57,T,,,,SE,0-2,8,St,
5/26/82,77,48,55,0,,,,0,,8,Cu,
5/25/82,71,45,52,0,,,,0,,0,,
5/24/82,71,48,51,0,,,,NE,0-2,7,Cu,
5/23/82,51,43,53,0,,,,NE,6-Jan,8,St,
5/22/82,63,41,45,0,,,,NE,5-Jan,0,,
5/21/82,61,42,45,0,,,,SE,4-Jan,0,,
5/20/82,54,44,46,0,,,,NW,8-Feb,7,St,
5/19/82,72,57,65,0.2,,,,W,6-Apr,3,Ci,
5/18/82,82,53,64,0,,,,0,,4,Ci,
5/17/82,69,50,55,0.04,,,,SE,10-Feb,2,Ci,
5/16/82,68,56,59,0,,,,0,,8,St,
5/15/82,74,53,55,T,,,,NE,6-Feb,8,St,
5/14/82,70,49,56,0,,,,SE,6-Apr,8,Ns,
5/13/82,66,48,50,0.3,,,,SE,6-Jan,8,Ns,
5/12/82,60,49,53,0,,,,N,0-2,8,Sc,
5/11/82,80,46,55,0,,,,0,,8,St,
5/10/82,68,44,47,0.26,,,,SE,5-Jan,8,Ns,
5/9/82,63,37,49,0,,,,NE,0-1,1,Cs,
5/8/82,60,34,47,0,,,,,,7,Sc,
5/7/82,64,44,46,0,,,,W,0-4,8,Sc,
5/6/82,76,52,62,0.01,,,,SSW,0-2,4,Sc,
5/5/82,70,52,65,T,,,,S,6-Feb,8,St,
5/4/82,78,41,49,0,,,,S,0-2,8,Ci,
5/3/82,68,37,44,0,,,,0,,1,Ci,
5/2/82,66,35,48,0,,,,E,0-4,6,Cu,
5/1/82,65,45,49,0,0,0,,0,,0,,
4/30/82,68,32,40,0,0,0,,0,,0,,ice off of lake
4/29/82,64,29,32,0,0,0,,SE,0-2,0,,
4/28/82,57,25,32,0,0,0,,NW,0-2,0,,
4/27/82,52,27,32,0,0,0,,N,0-2,0,,
4/26/82,41,39,41,0.24,0,0,,NNW,0-4,8,Ns,light rain
4/25/82,70,48,60,0,0,0,,WSW,12-Feb,2,Ci,only a few snowbanks left
4/24/82,73,47,59,0,0,0,,W,10-Apr,0,,
4/23/82,61,39,48,0,0,0,,WSW,10-Feb,0,,moat on lake
4/22/82,54,19,34,0,0,0,,W,8-Feb,0,,woods still 75% snow-covered
4/21/82,41,22,31,0,0,1,,WNW,8-Jan,0,,
4/20/82,38,30,32,0.16,2,2,,E,0-6,8,Ns,light rain
4/19/82,38,32,35,0.32,0,0,,E,0-2,8,St,
4/18/82,43,25,37,0,2,2,,NW,14-Jun,0,,
4/17/82,38,37,38,0.18,0,0,,0,,8,Ns,
4/16/82,55,40,44,0.31,0,2,,S,0-4,8,Ns,light rain
4/15/82,61,27,37,T,0,5,,0,,8,Sc,much snow melted
4/14/82,44,25,30,0,0,6.5,,0,,0,,
4/13/82,41,32,35,0.11,0,8,,NNW,10-Apr,8,Ns,"17"" of ice on SF Bay"
4/12/82,45,22,27,0.11,0,9,,0,,0,,
4/11/82,37,30,33,0.06,0.25,9,,NW,0-5,8,St,
4/10/82,36,28,33,0.01,0,9.5,,WSW,8-Feb,8,St,
4/9/82,43,14,19,0,0,10,,0,,0,,
4/8/82,38,10,19,0,0,11,,SW,0-2,0,,
4/7/82,32,1,5,0,0,12,,0,,0,,
4/6/82,22,10,12,0,0,12,,N,0-5,0,,
4/5/82,22,5,15,0,0,13,,NE,0-4,0,,
4/4/82,23,10,15,0.03,3,13.5,,NNW,Oct-40,8,St,
4/3/82,45,31,42,0.66,0,11,,E,6-Feb,9,,"barometer 28.68"""
4/2/82,32,20,27,0.14,0,12,,SSE,12-Jun,8,Sc,
4/1/82,30,28,30,0,0,12,,NW,20-Jun,8,Sc,winds gusting to 40 knots
3/31/82,43,36,43,0.18,0,13,,W,20-Apr,8,St,steady winds
3/30/82,48,32,39,0.29,0,15,,SE,10-Feb,8,St,
3/29/82,49,30,36,0,0,17,,S,8-Feb,6,Sc,
3/28/82,38,8,30,0,0,17,,WSW,20-Aug,5,Cu,gusting to 30 knots
3/27/82,27,7,12,0,0,17,,NW,9-May,0,,
3/26/82,26,12,13,0.02,0.25,18,,NNW,14-Apr,6,Cu,
3/25/82,36,25,29,T,0,18,,NW,0-2,8,Ci,
3/24/82,43,34,39,0.1,0,19,,SW,6-Feb,8,Ns,raining
3/23/82,47,15,20,T,0,21,,SW,0-2,0,,
3/22/82,40,22,33,0,0,23.5,,NW,8-Apr,0,,
3/21/82,37,22,30,0.22,2,24,,NE,0-5,8,St,
3/20/82,32,29,30,0.11,0,21.5,,E,12-Jun,8,Sc,
3/19/82,33,26,26,0,0,22,,NNW,9-Feb,8,St,
3/18/82,32,29,32,0.03,T,22.5,,0,,8,St,
3/17/82,37,29,30,0.22,3.5,24,,0,,8,St,snow on top of hail and rain
3/16/82,34,29,32,0.5,0,21.5,,SE,13-22,8,St,
3/15/82,42,18,30,0,0,22.5,,SE,8-Jun,1,Cs,
3/14/82,39,27,31,0,T,23,,WNW,24-May,1,Cu,many branches down
3/13/82,40,15,37,0.18,0,23,,WSW,14-34,4,Cu,gusty winds
3/12/82,41,5,15,0.4,0,25.5,,SE,0-2,2,Ci,
3/11/82,35,25,34,0,0,26,,NW,14-Apr,8,St,
3/10/82,38,14,22,0.04,0.5,26.5,,S,12-Apr,8,St,
3/9/82,26,6,7,0.05,2,28,,0,,3,Ci,nice stellar snowflakes
3/8/82,20,-18,-14,0.05,0,26,,W,0-2,0,,
3/7/82,18,10,15,0,0,26,,N,20-Oct,0,,
3/6/82,30,2,10,0,0,26,,0,,0,,
3/5/82,25,5,18,0,2,26,,NW,12-Feb,6,Cu,
3/4/82,20,8,18,0.17,0,24,,E,10-Apr,8,Ns,light snow
3/3/82,20,-18,-16,0,0,24.5,,NNE,0-4,0,,
3/2/82,18,11,13,0,0.25,24.5,,NNW,10-Feb,8,Cu,
3/1/82,32,28,32,0.15,2,24.5,,NW,8-Feb,8,Ns,snowing
2/28/82,32,-5,16,0.02,T,23,,SE,0-5,0,,
2/27/82,30,9,23,0.01,0,23,,0,,8,St,
2/26/82,26,28,31,0,0,23.5,,0,,8,Ns,light rain
2/25/82,35,-12,-10,0,0.5,23,,0,,3,Cs,
2/24/82,19,15,17,0.02,0,22.5,,E,6-Feb,8,St,
2/23/82,27,23,25,0,0,23,,N,14-Apr,8,Cu,
2/22/82,37,17,22,0,0,23,,0,,8,Ns,
2/21/82,36,31,33,0.02,0.5,24,,NNE,0-6,8,St,
2/20/82,36,28,31,0.03,0,24,,0,,8,Ns,light rain  
2/19/82,35,26,30,0.01,0,24.5,,W,0-4,8,Ns,
2/18/82,31,12,24,0,0,25,,ESE,8-Feb,8,St,
2/17/82,28,12,19,0,0,25,,ESE,26-Oct,6,Ci,
2/16/82,28,8,18,0,0,25,,E,0-4,1,Ci,
2/15/82,36,19,35,0,0,25.5,,W,12-Apr,8,St,
2/14/82,30,-10,16,0,0.5,26,,SE,10-Apr,4,Ci,
2/13/82,21,-16,14,0.04,0,27,,0,,8,Ci,
2/12/82,20,-10,-9,0,0.5,27.5,,SW,0-4,4,Ci,
2/11/82,19,3,16,0.04,1.25,27,,W,10-Apr,8,Ns,
2/10/82,9,-11,-6,0,T,27.5,,0,,6,Cu,
2/9/82,15,-7,0,0.01,T,28,,W,0-4,8,St,
2/8/82,16,-3,10,0.02,2,30.5,,W,8-Feb,7,Cu,
2/7/82,24,-5,20,0.19,6.5,29.5,,WNW,20-Jun,8,Sc,
2/6/82,17,-3,0,0.02,0.5,24.5,,0,,2,Cu,
2/5/82,16,0,5,0.05,T,24,,0,,8,Ns,
2/4/82,15,-7,-5,0,T,24,,0,,1,Cu,
2/3/82,20,19,20,0,T,24,,NNE,14-Jun,8,St,
2/2/82,30,7,18,0,0,24.5,,SW,0-6,7,Cs,
2/1/82,24,-6,-4,0,0,25,,0,,0,,
1/31/82,9,2,7,0,T,25,,N,10-Feb,8,St,
1/30/82,29,19,25,0.07,1.5,25.5,,WSW,8-Feb,8,Ns,
1/29/82,25,11,12,0.08,1,24,,NW,6-Feb,3,St,
1/28/82,32,24,32,0.05,0,23.5,,Wnw,8-Feb,8,Ns,
1/27/82,32,2,14,0,0,24.5,,S,12-Feb,8,Sc,
1/26/82,21,,14,0,T,25.5,,WNW,0-2,8,Cu,
1/25/82,,,,0.01,0,25.5,,,,8,Sc,
1/24/82,,,,0.02,4,26,,NW,,6,Cu,
1/23/82,32,,32,0.33,T,23,,,,,,freezing rain
1/22/82,25,-13,4,0.03,0,23,,E,6-Feb,8,St,
1/21/82,11,1,3,0.07,1,24,,NE,0-4,7,Sc,
1/20/82,13,12,13,T,0.25,23,,NNE,10-Feb,8,St,
1/19/82,24,-14,-6,0,0,23,,S,0-4,1,St,
1/18/82,11,-10,-5,0,0.5,24,,0,,1,St,
1/17/82,0,-15,-8,0.06,2,25,,NW,0-4,8,St,very windy day again
1/16/82,2,1,2,0.09,4,24.5,,NW,20-Aug,8,Ns,
1/15/82,23,-13,-9,0.11,1,22,,SW,0-2,0,,
1/14/82,17,-11,-7,0.01,0.5,21.5,,NW,0-2,0,,
1/13/82,22,9,14,0.04,T,21,,SW,0-2,8,Cs,
1/12/82,21,9,11,0,0.25,22,,S,0-4,8,St,
1/11/82,20,-2,19,0.01,1,23,,NW,20-Oct,6,Ci,
1/10/82,20,-22,1,0.07,T,22.5,,W,30-Oct,8,St,winds gusting over 50 knots
1/9/82,-5,-10,-9,T,2,23.5,,NE,8-Apr,7,Ci,
1/8/82,14,2,10,12,25,23,,S,0-6,8,St,
1/7/82,12,9,11,0,0.5,23.5,,NW,12-Jun,8,Sc,winds gusting to 20 knots
1/6/82,21,15,20,0.02,0,24,,N,10-Apr,7,Cu,
1/5/82,30,15,18,0.01,7.5,26,,W,0-4,8,St,
1/4/82,28,20,28,0.78,4.5,22.5,,ENE,20-Apr,8,Ns,blizzard-like conditions
1/3/82,33,23,31,0.04,3.5,18,,NW,10-Feb,7,Cu,
1/2/82,34,0,2,0.17,0,15,,0,,2,St,
1/1/82,20,17,19,0.14,7,15.5,,NW,20-Oct,8,St,
12/31/81,30,18,26,0.63,2.5,11.5,,S,0-4,8,Ns,snowing heavy
12/30/81,26,18,21,0.07,1,10.5,,0,,8,Ns,lightly snowing
12/29/81,28,20,22,0,T,9.5,,N,0-4,7,Cu,
12/28/81,30,24,29,0.04,T,9.5,,WNW,8-Apr,8,St,
12/27/81,33,28,30,0.23,2.5,13,,0,,8,Ns,
12/26/81,31,6,26,0.02,1,11,,N,0-5,8,Ns,
12/25/81,28,8,24,0.07,4,10.5,,NW,0-5,8,Ns,
12/24/81,26,19,21,0.07,2,6.5,,W,12-Apr,8,Ns,winds gusting stronger
12/23/81,33,23,26,0.05,,4.5,,SW,0-4,8,St,
12/22/81,36,30,35,0.01,,5.5,,SW,6-Feb,8,St,
12/21/81,35,15,25,0.18,2.5,6.5,,SW,0-4,8,Ns,snowing
12/20/81,27,13,24,0,T,4.5,,N,6-Feb,7,Cu,
12/19/81,24,8,14,0,T,4.5,,NNE,10-Feb,8,St,
12/18/81,21,8,12,0.04,0.75,4.5,,NW,0-2,9,,
12/17/81,21,0,2,0,,4,,0,,9,,
12/16/81,22,6,8,0,,4,,0,,2,Cu,
12/15/81,27,22,25,0.02,3,5,,NW,0-4,7,St,
12/14/81,34,28,32,0.32,0.5,1.5,,0,,8,Ns,snowing
12/13/81,35,23,32,0.01,T,1.5,,SE,0-4,8,Ns,lightly snowing
12/12/81,32,23,25,0,,1.5,,0,,7,St,
12/11/81,30,19,23,0,,1.5,,NW,6-Feb,8,St,most of SF Bay frozen
12/10/81,24,17,18,0,,2,,NNw,16-Jun,4,Cu,
12/9/81,26,19,21,T,1.5,2.5,,N,6-Feb,8,St,
12/8/81,26,22,24,0.16,1.75,1.75,,NNE,10-Feb,8,Ns,"snowing, steady wind"
12/7/81,38,30,37,0.06,,0,,SW,0-2,8,Ns,
12/6/81,37,26,29,0,,0.5,,W,10-May,8,Sc,
12/5/81,34,25,32,0.05,1,1,,W,5-Mar,7,Sc,
12/4/81,34,29,30,0.02,0.25,0,,NW,8-Feb,2,St,
12/3/81,35,30,31,0.03,0.5,0.5,,0,,6,Sc,
12/2/81,37,31,354,0.1,,0,,NW,0-2,8,Ns,light drizzle
12/1/81,38,27,33,0.38,0.5,0.5,,ESE,18-Oct,8,Ns,snowing
11/30/81,39,26,28,0.01,T,,,0,,7,St,
11/29/81,34,26,33,0,T,,,W,0-5,8,St,
11/28/81,36,32,34,0.04,T,T,,NW,0-5,8,St,
11/27/81,39,34,39,T,,,,NW,15-20,7,St,ice mostly gone
11/26/81,40,32,38,0.96,,,,W,15-Oct,8,St,
11/25/81,40,24,28,0,,,,0,,7,St,
11/24/81,36,18,20,0,,,,0,,1,Cu,thin ice over most of SF Bay
11/23/81,35,26,30,0,,0,,0,,8,St,
11/22/81,31,26,29,0,,0.5,,N,8-Feb,8,St,
11/21/81,30,25,29,0,0.5,0.5,,N,10-Feb,8,St,
11/20/81,33,30,32,0.03,,,,NNE,10-Feb,8,St,
11/19/81,36,32,34,0,,,,NNE,6-Feb,8,St,
11/18/81,40,36,38,0.04,,,,N,10-Feb,3,Cu,
11/17/81,43,31,34,0,,,,0,,9,,
11/16/81,56,30,32,0,,,,SE,0-4,2,St,
11/15/81,56,30,34,0,,,,0,,0,,
11/14/81,51,28,39,0,,,,SW,0-4,0,,
11/13/81,51,29,35,0,,,,0,,8,St,
11/12/81,42,23,26,0,,,,0,,4,Sc,
11/11/81,36,32,34,T,,,,NW,10-Apr,8,St,
11/10/81,40,23,34,0,,,,SW,12-Apr,8,St,
11/9/81,36,29,32,0,T,,,NW,10-Apr,4,Cu,graupel snow
11/8/81,40,23,40,0,,,,NW,20-Oct,7,St,
11/7/81,54,26,38,0,,,,W,0-5,0,,
11/6/81,39,35,37,0.02,,,,N,10-Feb,8,St,
11/5/81,58,41,50,0.1,,,,0,,5,Sc,
11/4/81,59,29,37,0,,,,0,,1,Ci,
11/3/81,57,29,31,0,,,,0,,0,,
11/2/81,55,32,35,0,,,,0,,0,,
11/1/81,56,42,44,0,,,,0,,9,,
10/31/81,65,42,51,T,,,,SE,0-4,4,Cs,
10/30/81,61,38,43,0,,,,SE,10-Feb,8,Sc,
10/29/81,48,30,36,0,,,,SE,6-Feb,8,St,
10/28/81,42,35,39,0,,,,E,0-4,8,Cu,
10/27/81,53,29,31,0,,,,0,,9,,
10/26/81,50,31,34,0,,,,0,,0,,
10/25/81,41,29,39,0,,,,SSW,10-Feb,8,Ns,
10/24/81,39,23,32,0.02,T,T,,SW,12-Feb,8,St,
10/23/81,37,28,30,0.03,T,T,,W,0-2,5,Cu,snow showers thruout day and night
10/22/81,41,32,33,0.02,,,,S,0-2,8,St,
10/21/81,41,28,31,0,,,,0,,8,St,
10/20/81,52,35,40,0,,,,0,,5,St,
10/19/81,40,31,33,0,,,,NW,12-Jun,8,Sc,most leaves fell over weekend
10/18/81,50,39,49,0.52,,,,S,7-Jan,8,Ns,"drizzling, strong winds"
10/17/81,59,34,39,0.63,,,,SSW,0-3,6,St,
10/16/81,54,25,36,0,,,,0,,0,,
10/15/81,52,50,51,0.18,,,,NNE,0-2,8,Ns,raining
10/14/81,60,45,51,0.21,,,,S,6-Feb,8,St,
10/13/81,65,35,37,0,,,,SE,0-4,0,,
10/12/81,59,34,36,0,,,,0,,9,,heavy dew - a little frost
10/11/81,54,43,46,0,,,,NE,0-4,8,Sc,
10/10/81,48,40,47,0.11,,,,SE,0-4,8,St,peak color weekend
10/9/81,53,37,40,0,,,,0,,7,St,
10/8/81,54,36,38,0,,,,NW,0-4,1,Cu,heavy dew - some frost away from lake
10/7/81,46,42,44,0,,,,NW,20-Apr,8,St,
10/6/81,50,45,49,0.89,,,,NE,0-2,8,Ns,raining
10/5/81,53,35,48,0.02,,,,0,,8,Ns,
10/4/81,48,35,38,0.04,,,,S,0-4,8,St,
10/3/81,52,32,34,0,,,,S,0-2,0,,
10/2/81,46,35,38,0.04,,,,NW,16-Apr,7,Sc,
10/1/81,45,41,44,0.75,,,,SE,12-Apr,8,Ns,raining
9/30/81,47,41,44,0.15,,,,SE,0-4,8,St,
9/29/81,51,40,42,0.01,,,,N,0-2,8,St,
9/28/81,50,40,43,T,,,,NW,16-Apr,7,Cu,
9/27/81,60,48,56,0.2,,,,W,22-Apr,1,Cu,very windy
9/26/81,66,50,53,0.26,,,,S,8-Feb,8,Ns,
9/25/81,65,52,54,0.24,,,,0,,8,Ns,raining
9/24/81,63,37,44,0,,,,SW,0-2,4,St,Sedge Pt. pools have no standing water
9/23/81,60,39,41,0,,,,0,,0,,fog on lake
9/22/81,55,39,44,0,,,,NE,0-4,0,,
9/21/81,56,39,41,0,,,,0,,5,St,hard frosts in Pellston this week
9/20/81,57,42,51,T,,,,N,10-Feb,5,Cu,
9/19/81,65,45,57,0,,,,NW,6-Feb,4,Cu,
9/18/81,57,41,55,0,,,,NW,0-4,0,,
9/17/81,57,49,51,0,,,,NE,6-Feb,7,Cu,
9/16/81,56,45,51,0,,,,NE,15,6,Sc,1st frost in Pellston - medium killing intensity
9/15/81,62,47,54,0,,,,SW,0-2,7,Cu,
9/14/81,80,57,59,0,,,,NW,0-2,0,,
9/13/81,77,53,61,0,,,,0,,0,,
9/12/81,74,54,67,0,,,,W,0-4,0,,
9/11/81,80,54,56,0.07,,,,SE,0-2,0,,
9/10/81,75,58,60,0,,,,0,,3,Ci,
9/9/81,69,41,43,0.25,,,,W,0-2,1,Ci,
9/8/81,65,55,58,T,,,,NW,12-Apr,4,Cu,Pt. pools - Fairy Island not an island
9/7/81,75,53,65,0.64,,,,S,8-Feb,6,Cu,
9/6/81,68,56,64,0,,,,N,4-Feb,8,St,Bay Cove dried up - only a little water in one of sedge
9/5/81,72,56,63,0,,,,NE,0-4,2,Cu,Lake very low - Hook
9/4/81,69,55,61,0.21,,,,N,10-Feb,8,St,
9/3/81,72,51,60,0,,,,N,0-2,4,Cu,
9/2/81,63,54,56,0,,,,NW,10-Apr,7,Cu,
9/1/81,76,62,68,0.25,,,,0,,8,St,
8/31/81,82,61,65,0,,,,0,,8,Ns,
8/30/81,75,61,69,0,,,,0,,8,St,
8/29/81,72,58,69,1,,,,NE,0-2,8,Ns,
8/28/81,70,60,64,0.01,,,,SE,8-Feb,6,Sc,
8/27/81,75,61,64,0.05,,,,0,,8,St,
8/26/81,80,55,58,0.02,,,,0,,8,St,
8/25/81,81,51,54,0,,,,0,,0,,
8/24/81,74,59,62,0,,,,NE,0-6,3,Cu,
8/23/81,81,57,68,0,,,,SW,6-Feb,4,Cu,
8/22/81,81,54,68,0,,,,NW,0-2,4,Sc,
8/21/81,80,50,55,0,,,,0,,0,,heavy dew
8/20/81,86,50,52,0,,,,0,,0,,fog on lake
8/19/81,77,52,57,0,,,,0,,0,,
8/18/81,75,51,53,0,,,,0,,9,,heavy dew
8/17/81,73,50,55,0,,,,0,,0,,fog on N. Fishtail
8/16/81,70,55,60,0,,,,N,8-Feb,0,,
8/15/81,75,63,66,0,,,,NW,0-2,8,Ns,
8/14/81,80,61,66,0.3,,,,0,,7,Cu,
8/13/81,72,61,66,T,,,,0,,8,St,
8/12/81,78,55,60,0,,,,0,,8,St,
8/11/81,74,55,59,0,,,,0,,0,,
8/10/81,74,60,65,0,,,,0,,8,St,
8/9/81,81,56,68,0,,,,0,,0,,
8/8/81,74,62,64,0.04,,,,N,6-Feb,8,Ns,
8/7/81,70,59,62,0.46,,,,SE,0-4,8,Ns,
8/6/81,79,60,64,0.25,,,,0,,7,St,
8/5/81,81,60,63,T,,,,NW,,1,Ci,
8/4/81,72,65,67,0.15,,,,0,,8,Ns,
8/3/81,81,62,67,0,,,,0,,8,St,
8/2/81,80,64,75,0,,,,NW,0-2,8,Cs,
8/1/81,87,58,66,0,,,,W,0-4,0,,Maple River drainage cut off
7/31/81,85,55,61,0,,,,0,,2,St,
7/30/81,80,50,56,0,,,,SW,0-2,0,,
7/29/81,74,52,58,0,,,,NW,0-2,0,,
7/28/81,64,56,58,0.4,,,,N,6-Feb,8,Ns,
7/27/81,73,50,56,0,,,,NW,4-Feb,0,,
7/26/81,79,54,55,0,,,,NW,6-Feb,7,Sc,
7/25/81,82,58,66,0.25,,,,W,0-4,8,Ns,raining
7/24/81,82,55,60,0,,,,S,0-2,8,St,
7/23/81,79,52,57,0,,,,W,0-2,0,,
7/22/81,75,54,59,0,,,,N,0-4,0,,
